swift_code,bic8,bank_name,address,town_name,country_iso2,country_name,is_headquarter
FFBHBGS1XXX,FFBHBGS1,FIRST FINANCIAL BROKERAGE HOUSE LTD.,"ENOS STREET 2  SOFIA, SOFIA, 1408",SOFIA,BG,BULGARIA,1
FFSMMTM1XXX,FFSMMTM1,FEXSERV FINANCIAL SERVICES LIMITED,"ALPINE HOUSE NAXXAR ROAD SAN GWANN, SAN GWANN, SGN 9032",SAN GWANN,MT,MALTA,1
FIIHMTM1XXX,FIIHMTM1,FINACOM INVESTMENT HOUSE LIMITED,"SUITE A, FLOOR 2, THE PARK LANE BUILDING MOUNTBATEN STREET G'MANGIA, G'MANGIA, HMR 1576",G'MANGIA,MT,MALTA,1
FIMBMTM3XXX,FIMBMTM3,FIMBANK PLC,"MERCURY TOWER ELIA ZAMMIT STREET ST. JULIAN'S, ST. JULIAN'S, STJ 3153",ST. JULIAN'S,MT,MALTA,1
FINVALTRXXX,FINVALTR,FIRST INVESTMENT BANK-ALBANIA SH.A,"TWIN TOWERS NO.2 BLVD.DESHMORET E KOMBIT TIRANA, TIRANA, 1010",TIRANA,AL,ALBANIA,1
FINVBGSFXXX,FINVBGSF,FIRST INVESTMENT BANK AD,"TSARIGRADSKO SHOSSE BOULEVARD 111 P  SOFIA, SOFIA, 1784",SOFIA,BG,BULGARIA,1
FITMPLP1XXX,FITMPLP1,FIRST INTERNATIONAL TRADERS DOM MAKLERSKI SA,"AL. JANA PAWA II 15  WARSZAWA, MAZOWIECKIE, 00-828",WARSZAWA,PL,POLAND,1
FPLSMTM1XXX,FPLSMTM1,FINANCIAL PLANNING SERVICES LIMITED,"MARINA COURT 4 G. CALI STREET TA'XBIEX, TA'XBIEX, XBX 1027",TA'XBIEX,MT,MALTA,1
FRIPCLR1XXX,FRIPCLR1,FITCH CHILE CLASIFICADORA DE REISGO LTD,"ALCANTARA 200, OF. 202 LAS CONDES SANTIAGO, PROVINCIA DE SANTIAGO 8320000",SANTIAGO,CL,CHILE,1
FRIPPLP1XXX,FRIPPLP1,FITCH POLSKA SA,"SASKI CRESCENT KROLEWSKA 16 WARSZAWA, MAZOWIECKIE, 00-103",WARSZAWA,PL,POLAND,1
FRIPUYM1XXX,FRIPUYM1,FITCH URUGUAY CALIFICADORA RIESGO S.A.,"CONVENCION 1490 AP. 201 MONTEVIDEO, MONTEVIDEO, 11100",MONTEVIDEO,UY,URUGUAY,1
FTLNCLRMXXX,FTLNCLRM,TANNER SERVICIOS FINANCIEROS S.A.,,SANTIAGO,CL,CHILE,1
FTRMMTM1XXX,FTRMMTM1,FINCO TREASURY MANAGEMENT LIMITED,"FLOOR 2, THE MALL COMPLEX  FLORIANA, IL-FURJANA, FRN 1470",FLORIANA,MT,MALTA,1
GASBPLP1XXX,GASBPLP1,BANK SPOLDZIELCZY W GASOCINIE,"UL.GLOWNA 23  GASOCIN, MAZOWIECKIE, 06-440",GASOCIN,PL,POLAND,1
GBGCPLPKXXX,GBGCPLPK,VELOBANK S.A.,"THE WARSAW HUB RONDO I. DASZYNSKIEGO 2C WARSZAWA, MAZOWIECKIE, 00-843",WARSZAWA,PL,POLAND,1
GBWCPLPPXXX,GBWCPLPP,SGB-BANK S.A. (FORMERLY GOSPODARCZY BANK WIELKOPOLSKI S.A.),"UL. SZARYCH SZEREGOW 23A  POZNAN, WIELKOPOLSKIE, 60-462",POZNAN,PL,POLAND,1
GLFAMTM1XXX,GLFAMTM1,GLOBALCAPITAL FINANCIAL MANAGEMENT LIMITED,"120 THE STRAND  GZIRA, GZIRA, GZR 1027",GZIRA,MT,MALTA,1
GLFMMTM1XXX,GLFMMTM1,GLOBALCAPITAL FINANCIAL MANAGEMENT LIMITED,"OPERATIONS CENTRE BALZAN VALLEY ROAD BALZAN, BALZAN, BZN 1407",BALZAN,MT,MALTA,1
GLMKBGS1XXX,GLMKBGS1,GLOBAL MARKETS,"  SOFIA, SOFIA, 1816",SOFIA,BG,BULGARIA,1
GOSKPLPWXXX,GOSKPLPW,BANK GOSPODARSTWA KRAJOWEGO,"AL. JEROZOLIMSKIE 7  WARSZAWA, MAZOWIECKIE, 00-496",WARSZAWA,PL,POLAND,1
GROIMTM1XXX,GROIMTM1,GROWTH INVESTMENTS LIMITED,"MIDDLE SEA HOUSE  FLORIANA, IL-FURJANA, FRN 1442",FLORIANA,MT,MALTA,1
HABALV22XXX,HABALV22,SWEDBANK AS,"BALASTA DAMBIS 1A  RIGA, RIGA, LV-1048",RIGA,LV,LATVIA,1
HAJNPLP1XXX,HAJNPLP1,BANK SPOLDZIELCZY W HAJNOWCE,"PILSUDSKIEGO 12  HAJNOWKA, PODLASKIE, 17-200",HAJNOWKA,PL,POLAND,1
HANDPLPWXXX,HANDPLPW,SVENSKA HANDELSBANKEN AB SPOLKA AKCYJNA ODDZIAL W POLSCE,"WOLOSKA 22  WARSZAWA, MAZOWIECKIE, 02-675",WARSZAWA,PL,POLAND,1
HOCIMTM1XXX,HOCIMTM1,HOGG CAPITAL INVESTMENTS LIMITED,"SUITE 33, REGENT HOUSE BISAZZA STREET SLIEMA, SLIEMA, SLM 1640",SLIEMA,MT,MALTA,1
HSBCPLPWXXX,HSBCPLPW,HSBC CONTINENTAL EUROPE (SA) ODDZIAL W POLSCE,"RONDO ONZ 1  WARSZAWA, MAZOWIECKIE, 00-124",WARSZAWA,PL,POLAND,1
HSFMMTM1XXX,HSFMMTM1,HSBC GLOBAL ASSET MANAGEMENT (MALTA) LIMITED,"HEXAGON HOUSE SPENCER GARDENS BLATA IL-BAJDA, BLATA IL-BAJDA, BKR 3000",BLATA IL-BAJDA,MT,MALTA,1
HYVEPLP2XXX,HYVEPLP2,PEKAO BANK HIPOTECZNY SA,"RENAISSANCE TOWER UL. SKIERNIEWICKA 10A WARSZAWA, MAZOWIECKIE, 01-230",WARSZAWA,PL,POLAND,1
IABGBGSFXXX,IABGBGSF,INTERNATIONAL ASSET BANK AD,"TODOR ALEXANDROV BLVD 81-83  SOFIA, SOFIA, 1303",SOFIA,BG,BULGARIA,1
IAFAUYM1XXX,IAFAUYM1,INTEGRACION A.F.A.P. S.A.,"BVAR ARTIGAS 1253  MONTEVIDEO, MONTEVIDEO, 11200",MONTEVIDEO,UY,URUGUAY,1
IARUAWA1XXX,IARUAWA1,INTERBANK ARUBA NV,CAYA G.F. CROES 38  - ORANJESTAD ORANJESTAD-WEST AND ORANJESTAD-EAST,ORANJESTAD,AW,ARUBA,1
ICCSCLR1XXX,ICCSCLR1,ITAU CORPBANCA CORREDORES DE BOLSA S.A.,"APOQUINDO 3457, FLOOR 1 EDIFICIO ITAU - SANTIAGO, PROVINCIA DE SANTIAGO, 8320000",SANTIAGO,CL,CHILE,1
ICPLPLP1XXX,ICPLPLP1,INTERBANK FINANCIAL SERVICES SP. Z O.O.,"SIENNA 73  WARSZAWA, MAZOWIECKIE, 00-833",WARSZAWA,PL,POLAND,1
IDMAPLP1XXX,IDMAPLP1,VESTOR DOM MAKLERSKI S.A.,"BUKOWIECKA 92  WARSZAWA, MAZOWIECKIE, 03-893",WARSZAWA,PL,POLAND,1
IIGBMTMTXXX,IIGBMTMT,IIG BANK (MALTA) LTD,"PORTOMASO BUSINESS TOWER PORTOMASO ST. JULIAN'S, ST. JULIAN'S, STJ 4011",ST. JULIAN'S,MT,MALTA,1
IIMPPLP1XXX,IIMPPLP1,NN INVESTMENT PARTNERS TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SPOLKA AKCYJNA,"HOLLAND PARK PLAC TRZECH KRZYZY 10/14 WARSZAWA, MAZOWIECKIE, 00-499",WARSZAWA,PL,POLAND,1
IMIEAWA1XXX,IMIEAWA1,IMTRADEX INTERNATIONAL N.V.,TANKI LENDEERT 143  - ORANJESTAD ORANJESTAD-WEST AND ORANJESTAD-EAST,ORANJESTAD,AW,ARUBA,1
INGBBGSFXXX,INGBBGSF,ING BANK N.V. SOFIA BRANCH,"BULGARIA BLVD 49B  SOFIA, SOFIA, 1404",SOFIA,BG,BULGARIA,1
INGBPLPWXXX,INGBPLPW,ING BANK SLASKI SA,"UL. SOKOLSKA 34  KATOWICE, SLASKIE, 40-086",KATOWICE,PL,POLAND,1
INTFBGSFXXX,INTFBGSF,ICARD AD,"BUSINESS PARK VARNA B1  VARNA, VARNA, 9009",VARNA,BG,BULGARIA,1
INUXUYM1XXX,INUXUYM1,INDUMEX S.A.,"RINCON 477  MONTEVIDEO, MONTEVIDEO, 11000",MONTEVIDEO,UY,URUGUAY,1
IORTBGSFXXX,IORTBGSF,INVESTBANK JSC,"BULGARIA BLVD 85  SOFIA, SOFIA, 1404",SOFIA,BG,BULGARIA,1
IPSEPLP1XXX,IPSEPLP1,IPOPEMA SECURITIES S.A.,"PROZNA 9  WARSZAWA, MAZOWIECKIE, 00-017",WARSZAWA,PL,POLAND,1
ITAUCLRMXXX,ITAUCLRM,BANCO ITAU CHILE,"PRESIDENTE RIESCO 5537, FLOOR 7 EDIFICIO NUEVA LAS CONDES, LAS SANTIAGO, PROVINCIA DE SANTIAGO",SANTIAGO,CL,CHILE,1
ITAUUYMMXXX,ITAUUYMM,BANCO ITAU,"DR. LUIS BONAVITA 1266  MONTEVIDEO, MONTEVIDEO, 11300",MONTEVIDEO,UY,URUGUAY,1
ITFIPLP1XXX,ITFIPLP1,NN INVESTMENT PARTNERS TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SPOLKA AKCYJNA,"HOLLAND PARK PLAC TRZECH KRZYZY 10/14 WARSZAWA, MAZOWIECKIE, 00-499",WARSZAWA,PL,POLAND,1
IVSEPLPPXXX,IVSEPLPP,PLUS BANK S.A.,"AL. STANOW ZJEDNOCZONYCH 61A  WARSZAWA, MAZOWIECKIE, 04-028",WARSZAWA,PL,POLAND,1
IZOLMTMTXXX,IZOLMTMT,IZOLA BANK PLC,"53-58 EAST STREET  VALLETTA, VALLETTA, VLT 1251",VALLETTA,MT,MALTA,1
JMFSMTM1XXX,JMFSMTM1,JESMOND MIZZI FINANCIAL SERVICES LIMITED,"FLAT 3 67 SOUTH STREET VALLETTA, VALLETTA, VLT 1105",VALLETTA,MT,MALTA,1
JSSILV21XXX,JSSILV21,DUKASCOPY EUROPE IBS AS,"LACPLESA 20A-1  RIGA, RIGA, LV-1011",RIGA,LV,LATVIA,1
KBLXMCMCXXX,KBLXMCMC,BANQUE RICHELIEU MONACO,"BRETAGNE 8 AVENUE DE GRANDE BRETAGNE MONACO, MONACO, 98005",MONACO,MC,MONACO,1
KDPWPLPAXXX,KDPWPLPA,NATIONAL DEPOSITORY FOR SECURITIES (KDPW SA),"CENTRUM GIELDOWE KSIAZECA 4 WARSZAWA, MAZOWIECKIE, 00-498",WARSZAWA,PL,POLAND,1
KDPWPLPWXXX,KDPWPLPW,KDPW S.A.,"UL. KSIAZECA 4  WARSZAWA, MAZOWIECKIE, 00-498",WARSZAWA,PL,POLAND,1
KKSDLV21XXX,KKSDLV21,LATVIJAS ARODBIEDRIBU KRAJAIZDEVU SABIEDRIBA,"TURGENEVA 14  RIGA, RIGA, LV-1050",RIGA,LV,LATVIA,1
KLESPLP1XXX,KLESPLP1,BANK SPOLDZIELCZY W KLESZCZOWIE,"UL.GLOWNA 114  KLESZCZOW, LODZKIE, 97-410",KLESZCZOW,PL,POLAND,1
KOPWPLP1KPW,KOPWPLP1,KOMPANIA PIWOWARSKA S.A.,"  POZNAN, WIELKOPOLSKIE",POZNAN,PL,POLAND,
KOPWPLP1XXX,KOPWPLP1,KOMPANIA PIWOWARSKA S.A.,"UL. SZWAJCARSKA  POZNAN, WIELKOPOLSKIE, 61-285",POZNAN,PL,POLAND,1
KRSPPLPKXXX,KRSPPLPK,KRAKOWSKI BANK SPOLDZIELCZY,"RYNEK KLEPARSKI 8  KRAKOW, MALOPOLSKIE, 31-150",KRAKOW,PL,POLAND,1
LACBLV2XXXX,LACBLV2X,BANK OF LATVIA,"K. VALDEMARA STREET 2A  RIGA, RIGA, LV-1050",RIGA,LV,LATVIA,1
LAPBLV2XXXX,LAPBLV2X,AS MAGNETIQ BANK,"BRIVIBAS IELA 54  RIGA, RIGA, LV-1011",RIGA,LV,LATVIA,1
LARVCLR1XXX,LARVCLR1,LARRAIN VIAL,,SANTIAGO,CL,CHILE,1
LBMAMTMTXXX,LBMAMTMT,LOMBARD BANK MALTA PLC,"LOMBARD HOUSE 67 REPUBLIC STREET VALLETTA, VALLETTA, VLT 1117",VALLETTA,MT,MALTA,1
LCDELV22XXX,LCDELV22,NASDAQ CSD SE,"VALNU STREET 1  RIGA, RIGA, LV-1050",RIGA,LV,LATVIA,1
LFIKLV21XXX,LFIKLV21,AKCIJU SABIEDRIBA 'LATGALES FINANSU KOMPANIJA',"KR. BARONA STREET 20/22 - 5  REZEKNE, REZEKNE, LV-4601",REZEKNE,LV,LATVIA,1
LIPNPLP1XXX,LIPNPLP1,BANK SPOLDZIELCZY W LIPNIE,"MICKIEWICZA 30A  LIPNO, POWIAT LIPNOWSKI, 87-600",LIPNO,PL,POLAND,1
LMARUYM1XXX,LMARUYM1,ALMAR S.A.,"AV. 18 DE JULIO 1701  MONTEVIDEO, MONTEVIDEO, 11200",MONTEVIDEO,UY,URUGUAY,1
LPNSLV21XXX,LPNSLV21,STATE JOINT STOCK COMPANY LATVIJAS PASTS,"LIDOSTA ZIEMELU IELA 10 RIGA, RIGA, LV-1053",RIGA,LV,LATVIA,1
LUMIBGS1XXX,LUMIBGS1,BANK LEUMI ROMANIA-SOFIA BRANCH,"POSITANO STREET 9 ENTRANCE A SOFIA, SOFIA, 1000",SOFIA,BG,BULGARIA,1
MAEAMCM1XXX,MAEAMCM1,BANQUE MARTIN MAUREL,"3 BOULEVARD PRINCESSE CHARLOTTE  MONACO, MONACO, 98003",MONACO,MC,MONACO,1
MALTMTMTXXX,MALTMTMT,CENTRAL BANK OF MALTA,"CASTILLE PLACE  VALLETTA, VALLETTA, VLT 1063",VALLETTA,MT,MALTA,1
MBCBCLR1XXX,MBCBCLR1,MBI CORREDORES DE BOLSA S.A.,"AV. PRESIDENTE RIESCO 5711, OF 602 EDIFICIO HUIDOBRO - SANTIAGO PROVINCIA DE SANTIAGO, 8320000",SANTIAGO,CL,CHILE,1
MBWMMTMTXXX,MBWMMTMT,MEDIRECT BANK (MALTA) PLC,"FLOOR 1, THE CENTRE TIGNE POINT SLIEMA, SLIEMA, TPO 0001",SLIEMA,MT,MALTA,1
MDMZPLP1XXX,MDMZPLP1,MERCURIUS DOM MAKLERSKI SP. Z.O.O.,"UL. SMIALA 26  WARSZAWA, MAZOWIECKIE, 01-523",WARSZAWA,PL,POLAND,1
MDOMPLP1XXX,MDOMPLP1,MILLENNIUM DOM MAKLERSKI S.A.,"MILLENNIUM PLAZA AL. JEROZOLIMSKIE 123 A WARSZAWA, MAZOWIECKIE, 02-017",WARSZAWA,PL,POLAND,1
MGFIMTM1XXX,MGFIMTM1,MICHAEL GRECH FINANCIAL INVESTMENT SERVICES LIMITED,"MICAN COURT 1 J.F. KENNEDY SQUARE, GOZO VICTORIA, GOZO, VCT 2580",VICTORIA,MT,MALTA,1
MGRZPLP1XXX,MGRZPLP1,BANK SPOLDZIELCZY W PRZYSUSZE,"UL.GRODZKA 3  PRZYSUCHA, POWIAT PRZYSUSKI, 26-400",PRZYSUCHA,PL,POLAND,1
MHBFPLPWXXX,MHBFPLPW,DNB BANK POLSKA S.A.,"CROWN SQUARE PRZYOKOPOWA 31, FLOOR 9 WARSZAWA, MAZOWIECKIE, 01-208",WARSZAWA,PL,POLAND,1
MIFBALTRXXX,MIFBALTR,MINISTRY OF FINANCE OF ALBANIA,"BLVD DESHMORET E KOMBIT 3  TIRANA, TIRANA, 1001",TIRANA,AL,ALBANIA,1
MLOBCLR1XXX,MLOBCLR1,MERRILL LYNCH CORREDORES DE BOLSA S.A.,"AV APOQUINDO 3500, FLOOR 9 LAS CONDES - SANTIAGO, PROVINCIA DE SANTIAGO, 8320000",SANTIAGO,CL,CHILE,1
MMEBMTM10M2,MMEBMTM1,HSBC BANK MALTA P.L.C.,"  QORMI, QORMI",QORMI,MT,MALTA,
MMEBMTMTXXX,MMEBMTMT,HSBC BANK MALTA P.L.C.,"116 ARCHBISHOP STREET  VALLETTA, VALLETTA, VLT 1444",VALLETTA,MT,MALTA,1
MMSEMCM1XXX,MMSEMCM1,ROTHSCHILD AND CO WEALTH MANAGEMENT MONACO,"VILLA LA MADONE 11 BOULEVARD DES MOULINS MONACO, MONACO, 98000",MONACO,MC,MONACO,1
MNEXCLRMXXX,MNEXCLRM,BANCO CONSORCIO,"AV EL BOSQUE SUR 130, FLOOR 7 CONSORCIO, LAS CONDES - SANTIAGO PROVINCIA DE SANTIAGO, 8320000",SANTIAGO,CL,CHILE,1
MSZCPLP1XXX,MSZCPLP1,BANK SPOLDZIELCZY W MSZCZONOWIE,"UL.WARSZAWSKA 5  MSZCZONOW, MAZOWIECKIE, 96-320",MSZCZONOW,PL,POLAND,1
MULTLV2XXXX,MULTLV2X,AS INDUSTRA BANK,"MUITAS IELA 1  RIGA, RIGA, LV-1010",RIGA,LV,LATVIA,1
NACNUYMMXXX,NACNUYMM,BANCO DE LA NACION ARGENTINA,"JUAN CARLOS GOMEZ 1372  MONTEVIDEO, MONTEVIDEO, 11000",MONTEVIDEO,UY,URUGUAY,1
NASBBGSFXXX,NASBBGSF,BULGARIAN DEVELOPMENT BANK EAD,"DYAKON IGNATIY STREET 1  SOFIA, SOFIA, 1000",SOFIA,BG,BULGARIA,1
NBPLPLPDXXX,NBPLPLPD,NARODOWY BANK POLSKI,"UL. SWIETOKRZYSKA 11/21  WARSZAWA, MAZOWIECKIE, 00-919",WARSZAWA,PL,POLAND,1
NBPLPLPWBAN,NBPLPLPW,NARODOWY BANK POLSKI,"  WARSZAWA, MAZOWIECKIE",WARSZAWA,PL,POLAND,
NBPLPLPWKIR,NBPLPLPW,NARODOWY BANK POLSKI,"  WARSZAWA, MAZOWIECKIE",WARSZAWA,PL,POLAND,
NBPLPLPWXXX,NBPLPLPW,NARODOWY BANK POLSKI,"SWIETOKRZYSKA 11-21  WARSZAWA, MAZOWIECKIE, 00-919",WARSZAWA,PL,POLAND,1
NCBAALTXXXX,NCBAALTX,BANKA KOMBETARE TREGTARE SH.A.,"RRUGA E VILAVE, LUNDER 1  TIRANA, TIRANA, 1045",TIRANA,AL,ALBANIA,1
NORDMCM1XXX,NORDMCM1,CREDIT DU NORD,"27 AVENUE DE LA COSTA  MONACO, MONACO, 98001",MONACO,MC,MONACO,1
NOSWPLP1XXX,NOSWPLP1,BANK SPOLDZIELCZY W NOWYM STAWIE,"RYNEK PULASKIEGO 2  NOWY STAW, POMORSKIE, 82-230",NOWY STAW,PL,POLAND,1
ODMSPLP1XXX,ODMSPLP1,OPERA DOM MAKLERSKI SPOWKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,"RONDO ONZ 1  WARSZAWA, MAZOWIECKIE, 00-124",WARSZAWA,PL,POLAND,1
OKBALV21XXX,OKBALV21,OGRES KOMERCBANKA,"E. BIRZNIEKA UPISHA STR. 12  RIGA, RIGA, LV-1050",RIGA,LV,LATVIA,1
OSTRPLP1XXX,OSTRPLP1,BANK SPOLDZIELCZY W BRODNICY,"UL.KILINSKIEGO 42  OSTROLEKA, MAZOWIECKIE, 07-410",OSTROLEKA,PL,POLAND,1
PAEXLV21XXX,PAEXLV21,"CITADELE BANKA, AKCIJU SABIEDRIBA","REPUBLIKAS SQUARE 2A  RIGA, RIGA, LV-1522",RIGA,LV,LATVIA,1
PAMBPLP1XXX,PAMBPLP1,POLISH-AMERICAN MORTGAGE BANK INC.,"UL KROLEWSKA 27  WARSZAWA, MAZOWIECKIE, 00-060",WARSZAWA,PL,POLAND,1
PARBPLPXXXX,PARBPLPX,BNP PARIBAS SECURITIES POLAND,"UL. WRONIA 31  WARSZAWA, MAZOWIECKIE, 00-846",WARSZAWA,PL,POLAND,1
PARXLV22XXX,PARXLV22,JSC CITADELE BANKA,"REPUBLIKAS LAUKUMS 2A  RIGA, RIGA, LV-1010",RIGA,LV,LATVIA,1
PBSTPLP1XXX,PBSTPLP1,POWIATOWY BANK SPOLDZIELCZY W TOMASZOWIE MAZOWIECKIM,"PL.KAZIMIERZA WLK. 7  INOWLODZ, LODZKIE, 97-215",INOWLODZ,PL,POLAND,1
PCCACLRMXXX,PCCACLRM,COMBANC S.A.,"CERRO COLORADO 5240, FLOOR 8 TORRE DEL PARQUE II - SANTIAGO, PROVINCIA DE SANTIAGO, 7560995",SANTIAGO,CL,CHILE,1
PDKFMTM1XXX,PDKFMTM1,PDK FINANCIAL SERVICES LIMITED,"ST. GEORGES ROAD  - ST. JULIAN'S ST. JULIAN'S, STJ 3208 ",ST. JULIAN'S,MT,MALTA,1
PKOPPLPWCUS,PKOPPLPW,BANK POLSKA KASA OPIEKI SA - BANK PEKAO SA,"ZUBRA 1, FLOOR 9  WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
PKOPPLPWKRA,PKOPPLPW,BANK POLSKA KASA OPIEKI SA - BANK PEKAO SA,"JOSEPHA CONRADA STR 37  KRAKOW, MALOPOLSKIE, 31-357",KRAKOW,PL,POLAND,
PKOPPLPWXXX,PKOPPLPW,BANK POLSKA KASA OPIEKI SA - BANK PEKAO SA,"ZUBRA 1  WARSZAWA, WARSZAWA, 01-066",WARSZAWA,PL,POLAND,1
POCZPLP4XXX,POCZPLP4,POCZTOWY BANK SA,"JAGIELLONSKA 17  - BYDGOSZCZ KUJAWSKO-POMORSKIE, 85-959 ",BYDGOSZCZ,PL,POLAND,1
PODSPLP1XXX,PODSPLP1,PODKARPACKI BANK SPOLDZIELCZY,"UL. KOSCIUSZKI 22  SANOK, PODKARPACKIE, 38-500",SANOK,PL,POLAND,1
POLUPLPRXXX,POLUPLPR,BANK POLSKIEJ SPOLDZIELCZOSCI SPOLKA AKCYJNA,"UL. GRZYBOWSKA 81  WARSZAWA, MAZOWIECKIE, 00-844",WARSZAWA,PL,POLAND,1
POPOPLP1XXX,POPOPLP1,POCZTA POLSKA SPOLKA AKCYJNA,"UL. RAKOWIECKA 26  WARSZAWA, MAZOWIECKIE, 00-940",WARSZAWA,PL,POLAND,1
POROPLP1XXX,POROPLP1,THE POLISH REGISTRY OF ALLOWANCES,"KRUCZA 5/11D  WARSZAWA, MAZOWIECKIE, 00-548",WARSZAWA,PL,POLAND,1
POSDPLP1XXX,POSDPLP1,POWIATOWY BANK SPOLDZIELCZY W KEDZIERZYNIE-KOZLU,UL. RYNEK 6A  - KEDZIERZYN-KOZLE POWIAT KEDZIERZYNSKO-KOZIELSKI 47-200,KEDZIERZYN-KOZLE,PL,POLAND,1
POSOMCM1XXX,POSOMCM1,BANCA POPOLARE DI SONDRIO (SUISSE) SA,"3 RUE PRINCESSE FLORESTINE  MONACO, MONACO, 98011",MONACO,MC,MONACO,1
PPABPLPKXXX,PPABPLPK,BNP PARIBAS BANK POLSKA S.A.,"KASPRZAKA STREET 2  WARSZAWA, MAZOWIECKIE, 01-211",WARSZAWA,PL,POLAND,1
PRBACLR1XXX,PRBACLR1,BANCO DE LA PROVINCIA DE BUENOS AIRES,,SANTIAGO,CL,CHILE,1
PRBAUYMMXXX,PRBAUYMM,PROVINCIA CASA FINANCIERA,"L A. DE HERRERA 1248 WORLD TRADE CENTER TORRE II, OF. 111 MONTEVIDEO, MONTEVIDEO, 13000",MONTEVIDEO,UY,URUGUAY,1
PRCBBGSFXXX,PRCBBGSF,PROCREDIT BANK (BULGARIA) EAD,"TODOR ALEXANDROV BLVD 26  SOFIA, SOFIA, 1303",SOFIA,BG,BULGARIA,1
PSATPLPWXXX,PSATPLPW,PROSERVICE FINTECO SP Z O.O.,"KONSTRUKTORSKA 12A  WARSZAWA, MAZOWIECKIE, 02-673",WARSZAWA,PL,POLAND,1
PTFIPLP1XXX,PTFIPLP1,PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA,"UL GROJECKA 5  WARSZAWA, MAZOWIECKIE, 02-019",WARSZAWA,PL,POLAND,1
PUPPALTRXXX,PUPPALTR,BANKA OTP ALBANIA SH.A.,"TWIN TOWERS 1ST TOWER BLVD.DESHMORET E KOMBIT TIRANA, TIRANA, 1010",TIRANA,AL,ALBANIA,1
PZUAPLP1XXX,PZUAPLP1,PZU ASSET MANAGEMET SA,"AL. JANA PAWLA II 24  WARSZAWA, MAZOWIECKIE, 00-133",WARSZAWA,PL,POLAND,1
RAFAUYM1XXX,RAFAUYM1,REPUBLICA A.F.A.P. S.A.,"18 DE JULIO 1883  MONTEVIDEO, MONTEVIDEO, 11200",MONTEVIDEO,UY,URUGUAY,1
RBTTAWAWXXX,RBTTAWAW,RBC ROYAL BANK (ARUBA) N.V. (FORMERLY RBTT BANK ARUBA N.V.),ITALIESTRAAT 36  - ORANJESTAD ORANJESTAD-WEST AND ORANJESTAD-EAST,ORANJESTAD,AW,ARUBA,1
REBCCLR1XXX,REBCCLR1,REDBANC S.A,,SANTIAGO,CL,CHILE,1
RHBHPLPWXXX,RHBHPLPW,MBANK HIPOTECZNY SA,"PROSTA 18  WARSZAWA, MAZOWIECKIE, 00-850",WARSZAWA,PL,POLAND,1
RIBRLV22XXX,RIBRLV22,REGIONALA INVESTICIJU BANKA,"J. ALUNANA 2  RIGA, RIGA, LV-1010",RIGA,LV,LATVIA,1
RIFSMTM1XXX,RIFSMTM1,RIZZO FARRUGIA AND CO.(STOCKBROKERS) LIMITED,"FLOOR 3, AIRWAYS HOUSE HIGH STREET SLIEMA, SLIEMA, SLM 1549",SLIEMA,MT,MALTA,1
RIKOLV2XXXX,RIKOLV2X,LUMINOR BANK AS LATVIAN BRANCH,"SKANSTES STREET 12  RIGA, RIGA, LV-1013",RIGA,LV,LATVIA,1
RPLYCLRMXXX,RPLYCLRM,BANCO RIPLEY,,SANTIAGO,CL,CHILE,1
RTMBLV2XXXX,RTMBLV2X,RIETUMU BANKA,"VESETAS STREET 7  RIGA, RIGA, LV-1013",RIGA,LV,LATVIA,1
RTSXUYM1XXX,RTSXUYM1,SISTEMA DE LIQUIDACION BRUTA EN TIEMPO REAL(LBTR),"DIAGONAL FABINI 777  MONTEVIDEO, MONTEVIDEO, 11100",MONTEVIDEO,UY,URUGUAY,1
RZBBBGSFXXX,RZBBBGSF,UNITED BULGARIAN BANK AD (FORMER KBC BANK BULGARIAEAD),"VITOSHA BLVD. 89B MILLENNIUM CENTER SOFIA, SOFIA, 1463",SOFIA,BG,BULGARIA,1
SANMCLR1XXX,SANMCLR1,SANTANDER INVESTMENT S.A. CORREDORES DE BOLSA,"BANDERA 140, FLOOR 16 LAS CONDES SANTIAGO, PROVINCIA DE SANTIAGO 8320000",SANTIAGO,CL,CHILE,1
SBELPLP1XXX,SBELPLP1,BANK SPOLDZIELCZY W BELCHATOWIE,"UL.PILSUDSKIEGO 14  BELCHATOW, LODZKIE, 97-400",BELCHATOW,PL,POLAND,1
SBLEPLP1XXX,SBLEPLP1,BRANIEWSKO - PASLECKI BANK SPOLDZIELCZY Z SIEDZIBAW PASLEKU,"ZACISZE 14/16  ELBLAG, WARMINSKO-MAZURSKIE, 82-300",ELBLAG,PL,POLAND,1
SCCUPLP1XXX,SCCUPLP1,SANTANDER SECURITIES S.A.,"FOCUS AL. ARMII LUDOWEJ 26 WARSZAWA, MAZOWIECKIE, 00-609",WARSZAWA,PL,POLAND,1
SECTCLR1850,SECTCLR1,SAMSUNG ELECTRONICS CHILE LIMITADA (LTDA),"AVDA. AMERICO VESPUCIO SUR 100 OFICINA 102 LAS CONDES - SANTIAGO PROVINCIA DE SANTIAGO, 8320000",SANTIAGO,CL,CHILE,
