swift_code,bic8,bank_name,address,town_name,country_iso2,country_name,is_headquarter
AAISALTRXXX,AAISALTR,UNITED BANK OF ALBANIA SH.A,"HYRJA 3 RR. DRITAN HOXHA ND. 11 TIRANA, TIRANA, 1023",TIRANA,AL,ALBANIA,1
ABIEBGS1XXX,ABIEBGS1,ABV INVESTMENTS LTD,"TSAR ASEN 20  VARNA, VARNA, 9002",VARNA,BG,BULGARIA,1
ADCRBGS1XXX,ADCRBGS1,ADAMANT CAPITAL PARTNERS AD,"JAMES BOURCHIER BLVD 76A HILL TOWER SOFIA, SOFIA, 1421",SOFIA,BG,BULGARIA,1
AFAAUYM1XXX,AFAAUYM1,AFINIDAD A.F.A.P.S.A.,"PLAZA INDEPENDENCIA 743  MONTEVIDEO, MONTEVIDEO, 11000",MONTEVIDEO,UY,URUGUAY,1
AGRIMCM1XXX,AGRIMCM1,CREDIT AGRICOLE MONACO (CRCA PROVENCE COTE D'AZUR MONACO),"23 BOULEVARD PRINCESSE CHARLOTTE  MONACO, MONACO, 98000",MONACO,MC,MONACO,1
AIPOPLP1XXX,AIPOPLP1,SANTANDER CONSUMER BANK SPOLKA AKCYJNA,"STRZEGOMSKA 42C  WROCLAW, DOLNOSLASKIE, 53-611",WROCLAW,PL,POLAND,1
AIZKLV22XXX,AIZKLV22,"ABLV BANK, AS IN LIQUIDATION","MIHAILA TALA STREET 1  RIGA, RIGA, LV-1045",RIGA,LV,LATVIA,1
AKBKMTMTXXX,AKBKMTMT,AKBANK T.A.S. (MALTA BRANCH),"FLOOR 6, PORTOMASO BUSINESS TOWER 01 PORTOMASO PTM - ST. JULIAN'S ST. JULIAN'S, STJ 4011",ST. JULIAN'S,MT,MALTA,1
ALBPPLP1BMW,ALBPPLP1,ALIOR BANK SPOLKA AKCYJNA,"  WARSZAWA, MAZOWIECKIE",WARSZAWA,PL,POLAND,
ALBPPLPWXXX,ALBPPLPW,ALIOR BANK SPOLKA AKCYJNA,"LOPUSZANSKA BUSINESS PARK LOPUSZANSKA 38 D WARSZAWA, MAZOWIECKIE, 02-232",WARSZAWA,PL,POLAND,1
ANIBAWA1XXX,ANIBAWA1,AIB BANK NV,WILHELMINASTRAAT 36  - ORANJESTAD ORANJESTAD-WEST AND ORANJESTAD-EAST,ORANJESTAD,AW,ARUBA,1
ANTLUYM1XXX,ANTLUYM1,ANTEL,"GUATEMALA 1075  MONTEVIDEO, MONTEVIDEO, 11800",MONTEVIDEO,UY,URUGUAY,1
APSBMTMTXXX,APSBMTMT,APS BANK PLC.,"APS CENTRE TOWER STREET BIRKIRKARA, BIRKIRKARA, BKR 4012",BIRKIRKARA,MT,MALTA,1
ARUBAWAXXXX,ARUBAWAX,"ARUBA BANK, LTD",CAMACURI 12  - ORANJESTAD ORANJESTAD-WEST AND ORANJESTAD-EAST,ORANJESTAD,AW,ARUBA,1
ATISMTM1XXX,ATISMTM1,JESMOND MIZZI FINANCIAL ADVISORS LIMITED,"ABATE RIGORD STREET  TA'XBIEX, TA'XBIEX, XBX 1120",TA'XBIEX,MT,MALTA,1
AVJCBGS1XXX,AVJCBGS1,AVAL IN JSC,"TODOR ALEKSANDROV BLVD 73 FLOOR 1 SOFIA, SOFIA, 1303",SOFIA,BG,BULGARIA,1
BAERMCMCXXX,BAERMCMC,BANK JULIUS BAER (MONACO) S.A.M.,"12 BOULEVARD DES MOULINS  MONACO, MONACO, 98000",MONACO,MC,MONACO,1
BAPDBGS1XXX,BAPDBGS1,BALKAN ADVISORY COMPANY-IP EAD,"SQ. POZITANO 9  SOFIA, SOFIA, 1000",SOFIA,BG,BULGARIA,1
BARCMCC1XXX,BARCMCC1,BARCLAYS BANK S.A,"31 AVENUE DE LA COSTA  MONACO, MONACO, 98000",MONACO,MC,MONACO,1
BARCMCMXXXX,BARCMCMX,BARCLAYS BANK PLC MONACO,"31 AVENUE DE LA COSTA  MONACO, MONACO, 98000",MONACO,MC,MONACO,1
BBVAUYMMXXX,BBVAUYMM,BANCO BILBAO VIZCAYA ARGENTARIA URUGUAY S.A.,"25 DE MAYO, ESQUINA ZAQBALA 401  MONTEVIDEO, MONTEVIDEO, 11000",MONTEVIDEO,UY,URUGUAY,1
BCCSCLR1XXX,BCCSCLR1,BCI CORREDOR DE BOLSA S.A.,,SANTIAGO,CL,CHILE,1
BCECCLRFXXX,BCECCLRF,BANCO CENTRAL DE CHILE,,SANTIAGO,CL,CHILE,1
BCECCLRMXXX,BCECCLRM,BANCO CENTRAL DE CHILE,,SANTIAGO,CL,CHILE,1
BCGMMCM1XXX,BCGMMCM1,BNP PARIBAS WEALTH MANAGEMENT MONACO,"27 BOULEVARD PRINCESSE CHARLOTTE  MONACO, MONACO, 98000",MONACO,MC,MONACO,1
BCHICLR10R2,BCHICLR1,BANCO DE CHILE,,VINA DEL MAR,CL,CHILE,
BCHICLR10R3,BCHICLR1,BANCO DE CHILE,"21 DE MAYO 330  ARICA, PROVINCIA DE ARICA, 1000000",ARICA,CL,CHILE,
BCHICLR10R4,BCHICLR1,BANCO DE CHILE,,IQUIQUE,CL,CHILE,
BCHICLR10R5,BCHICLR1,BANCO DE CHILE,,ANTOFAGASTA,CL,CHILE,
BCHICLR10R6,BCHICLR1,BANCO DE CHILE,,LA SERENA,CL,CHILE,
BCHICLR10R7,BCHICLR1,BANCO DE CHILE,,TEMUCO,CL,CHILE,
BCHICLR10R8,BCHICLR1,BANCO DE CHILE,,PUERTO MONTT,CL,CHILE,
BCHICLR10RA,BCHICLR1,BANCO DE CHILE,,PUNTA ARENAS,CL,CHILE,
BCHICLR10RC,BCHICLR1,BANCO DE CHILE,,CONCEPCION,CL,CHILE,
BCHICLR10RV,BCHICLR1,BANCO DE CHILE,,VALPARAISO,CL,CHILE,
BCHICLR10RY,BCHICLR1,BANCO DE CHILE,,COYHAIQUE,CL,CHILE,
BCHICLRMEXP,BCHICLRM,BANCO DE CHILE,,SANTIAGO,CL,CHILE,
BCHICLRMIMP,BCHICLRM,BANCO DE CHILE,,SANTIAGO,CL,CHILE,
BCHICLRMIOB,BCHICLRM,BANCO DE CHILE,,SANTIAGO,CL,CHILE,
BCHICLRMXXX,BCHICLRM,BANCO DE CHILE,,SANTIAGO,CL,CHILE,1
BCOSCLR1XXX,BCOSCLR1,BANCHILE CORREDORES DE BOLSA S.A.,"AGUSTINAS 975, FLOOR 2 CASA MATRIZ BANCO DE CHILE - SANTIAGO PROVINCIA DE SANTIAGO, 8320000",SANTIAGO,CL,CHILE,1
BCRCBGS1XXX,BCRCBGS1,BCRA - CREDIT RATING AGENCY,"EVLOGI GEORGIEV 95 FLOOR 1 SOFIA, SOFIA, 1142",SOFIA,BG,BULGARIA,1
BECHCLRMXXX,BECHCLRM,BANCO DEL ESTADO DE CHILE,,SANTIAGO,CL,CHILE,1
BEDMPLP1XXX,BEDMPLP1,DOM MAKLERSKI BDM S.A.,"STOJALOWSKIEGO 7  BIELSKO BIALA, SLASKIE, 43-300",BIELSKO BIALA,PL,POLAND,1
BELDPLP1XXX,BELDPLP1,BANK SPOLDZIELCZY W BELSKU DUZYM,"UL.NOCZNICKIEGO 3  BELSK DUZY, MAZOWIECKIE, 05-622",BELSK DUZY,PL,POLAND,1
BERLMCMCXXX,BERLMCMC,EDMOND DE ROTHSCHILD-MONACO,"LES TERRASSES, CARLO 2 AVENUE DE MONTE MONACO, MONACO, 98000",MONACO,MC,MONACO,1
BGUSBGSFXXX,BGUSBGSF,BULGARIAN-AMERICAN CREDIT BANK,"SLAVYANSKA STR 2  SOFIA, SOFIA, 1000",SOFIA,BG,BULGARIA,1
BHUMUYM1XXX,BHUMUYM1,BANCO HIPOTECARIO DEL URUGUAY,"FERNANDEZ CRESPO 1508  MONTEVIDEO, MONTEVIDEO, 11200",MONTEVIDEO,UY,URUGUAY,1
BICECLRMXXX,BICECLRM,BANCO BICE,,SANTIAGO,CL,CHILE,1
BICHCLRMXXX,BICHCLRM,BANCO INTERNACIONAL,,SANTIAGO,CL,CHILE,1
BIEZPLP1XXX,BIEZPLP1,BANK SPOLDZIELCZY W BIEZUNIU,"ZAMOJSKIEGO 27  BIEZUN, MAZOWIECKIE, 09-320",BIEZUN,PL,POLAND,1
BIGBPLPWCUS,BIGBPLPW,BANK MILLENNIUM S.A.,"HARMONY CENTER UL. STANISLAWA ZARYNA 2A WARSZAWA, MAZOWIECKIE, 02-593",WARSZAWA,PL,POLAND,
BIGBPLPWXXX,BIGBPLPW,BANK MILLENNIUM S.A.,"HARMONY CENTER UL. STANISLAWA ZARYNA 2A WARSZAWA, MAZOWIECKIE, 02-593",WARSZAWA,PL,POLAND,1
BISPPLP1XXX,BISPPLP1,BANK INICJATYW SPOLECZNO-EKONOMICZNYCH S.A.,"DUBOIS STREET 5 A  WARSZAWA, MAZOWIECKIE, 00-184",WARSZAWA,PL,POLAND,1
BJSBMCMXLCO,BJSBMCMX,BANQUE J. SAFRA SARASIN (MONACO) SA,"  MONACO, MONACO, 98000",MONACO,MC,MONACO,
BJSBMCMXXXX,BJSBMCMX,BANQUE J. SAFRA SARASIN (MONACO) SA,"LE BELLE EPOQUE 15BIS/17 AVENUE D'OSTENDE MONACO, MONACO, 98000",MONACO,MC,MONACO,1
BKSACLRM055,BKSACLRM,SCOTIABANK CHILE,,SANTIAGO,CL,CHILE,
BKSACLRM061,BKSACLRM,SCOTIABANK CHILE,,VALPARAISO,CL,CHILE,
BKSACLRM064,BKSACLRM,SCOTIABANK CHILE,"21 DE MAYO 187  ARICA, PROVINCIA DE ARICA, 1000000",ARICA,CL,CHILE,
BKSACLRM068,BKSACLRM,SCOTIABANK CHILE,,CONCEPCION,CL,CHILE,
BKSACLRMXXX,BKSACLRM,SCOTIABANK CHILE,"AVENIDA COSTANERA SUR 2710, FLOOR 10 EDIFICIO PARQUE TITANIUM SANTIAGO, PROVINCIA DE SANTIAGO",SANTIAGO,CL,CHILE,1
BLICCLRMXXX,BLICCLRM,HSBC BANK (CHILE),"AVENIDA ISIDORA GOYENECHEA 2800 FLOOR 23 LAS CONDES - SANTIAGO PROVINCIA DE SANTIAGO, 8320000",SANTIAGO,CL,CHILE,1
BLICUYMMXXX,BLICUYMM,HSBC BANK (URUGUAY) S.A.,"RINCON 391 FLOOR 3 MONTEVIDEO, MONTEVIDEO, 11000",MONTEVIDEO,UY,URUGUAY,1
BLPBLV21XXX,BLPBLV21,AS BALTIJAS PRIVATBANKA,"SIA MONO KATLAKALNA ST. 1 RIGA, RIGA, LV-1017",RIGA,LV,LATVIA,1
BMDNPLP1XXX,BMDNPLP1,DNB BANK POLSKA SPOLKA AKCYJNA,"ZEROMSKIEGO 75  RADOM, MAZOWIECKIE, 26-600",RADOM,PL,POLAND,1
BNBGBGSDXXX,BNBGBGSD,BULGARIAN NATIONAL BANK - BGN,"ALEXANDER BATTENBERG SQUARE 1  SOFIA, SOFIA, 1000",SOFIA,BG,BULGARIA,1
BNBGBGSFXXX,BNBGBGSF,BULGARIAN NATIONAL BANK,"ALEXANDER BATTENBERG SQUARE 1  SOFIA, SOFIA, 1000",SOFIA,BG,BULGARIA,1
BNIFMTMTXXX,BNIFMTMT,BNF BANK PLC (FORMERLY BANIF BANK MALTA),"FLOOR 2 203 RUE D'ARGENS GZIRA, GZIRA, GZR 1368",GZIRA,MT,MALTA,1
BNPABGSXXXX,BNPABGSX,BNP PARIBAS S.A.-SOFIA BRANCH,"MLADOST 4 BUSINESS PARK SOFIA BUILDING 14, FLOOR 1, RESIDENTIAL SOFIA, SOFIA, 1766",SOFIA,BG,BULGARIA,1
BNPAMCM1XXX,BNPAMCM1,BNP PARIBAS,"  MONACO, MONACO, 98000",MONACO,MC,MONACO,1
BNPAPLPXXXX,BNPAPLPX,BNP PARIBAS S.A. BRANCH IN POLAND,"UL. WRONIA 31  WARSZAWA, MAZOWIECKIE, 00-846",WARSZAWA,PL,POLAND,1
BOFACLR1XXX,BOFACLR1,"BANK OF AMERICA, S.A. SANTIAGO",,SANTIAGO,CL,CHILE,1
BPBIBGSFSEC,BPBIBGSF,EUROBANK BULGARIA AD,"  SOFIA, SOFIA",SOFIA,BG,BULGARIA,
BPBIBGSFXXX,BPBIBGSF,EUROBANK BULGARIA AD,"OKOLOVRASTEN PAT STR 260  SOFIA, SOFIA, 1766",SOFIA,BG,BULGARIA,1
BPHKPLP1BMK,BPHKPLP1,BANK BPH SA,"  KRAKOW, MALOPOLSKIE",KRAKOW,PL,POLAND,
BPHKPLPKCUS,BPHKPLPK,BANK BPH SA,"UL. CYPRIANA KAMILA NORWIDA 1  GDANSK, POMORSKIE, 80-280",GDANSK,PL,POLAND,
BPHKPLPKXXX,BPHKPLPK,BANK BPH SA,"UL. CYPRIANA KAMILA NORWIDA 1  GDANSK, POMORSKIE, 80-280",GDANSK,PL,POLAND,1
BPKOPLPWBIA,BPKOPLPW,PKO BANK POLSKI S.A.,"TYSIACLECIA PANSTWA POLSKIEGO 6  BIALYSTOK, PODLASKIE, 15-111",BIALYSTOK,PL,POLAND,
BPKOPLPWCSD,BPKOPLPW,PKO BANK POLSKI S.A.,"  WARSZAWA, MAZOWIECKIE",WARSZAWA,PL,POLAND,
BPKOPLPWGDG,BPKOPLPW,PKO BANK POLSKI S.A.,"SWIETOJANSKA 17  GDYNIA, POMORSKIE, 71-368",GDYNIA,PL,POLAND,
BPKOPLPWGOA,BPKOPLPW,PKO BANK POLSKI S.A.,"KOSYNIEROW GDYNSKICH 79  - GORZOW WIELKOPOLSKI, LUBUSKIE, 66-400 ",GORZOW WIELKOPOLSKI,PL,POLAND,
BPKOPLPWKAB,BPKOPLPW,PKO BANK POLSKI S.A.,"DAMROTA 23  KATOWICE, SLASKIE, 40-022",KATOWICE,PL,POLAND,
BPKOPLPWKRD,BPKOPLPW,PKO BANK POLSKI S.A.,"OSIEDLE KOSCIUSZKOWSKIE 1  KRAKOW, MALOPOLSKIE, 31-858",KRAKOW,PL,POLAND,
BPKOPLPWLDA,BPKOPLPW,PKO BANK POLSKI S.A.,"PIOTRKOWSKA STREET 173  LODZ, LODZKIE, 90-959",LODZ,PL,POLAND,
BPKOPLPWLUA,BPKOPLPW,PKO BANK POLSKI S.A.,"WATYKANSKA 7  LUBLIN, LUBELSKIE, 20-538",LUBLIN,PL,POLAND,
BPKOPLPWOLS,BPKOPLPW,PKO BANK POLSKI S.A.,"KOSCIUSZKI STREET 89/91 OLSZTYN, WARMINSKO-MAZURSKIE 10-584",OLSZTYN,PL,POLAND,
BPKOPLPWPOA,BPKOPLPW,PKO BANK POLSKI S.A.,"GORDA WILDA 109  POZNAN, WIELKOPOLSKIE, 60-959",POZNAN,PL,POLAND,
BPKOPLPWTDH,BPKOPLPW,PKO BANK POLSKI S.A.,"PULAWSKA STREET 16  WARSZAWA, MAZOWIECKIE, 02-515",WARSZAWA,PL,POLAND,
BPKOPLPWTOB,BPKOPLPW,PKO BANK POLSKI S.A.,"PLAC TEATRALNY 4  - BYDGOSZCZ KUJAWSKO-POMORSKIE, 85-950 ",BYDGOSZCZ,PL,POLAND,
BPKOPLPWWAA,BPKOPLPW,PKO BANK POLSKI S.A.,"SIENKIEWICZA 12/14  WARSZAWA, MAZOWIECKIE, 00-944",WARSZAWA,PL,POLAND,
BPKOPLPWWRD,BPKOPLPW,PKO BANK POLSKI S.A.,"WITA STWOSZA 12  WROCLAW, DOLNOSLASKIE, 50-950",WROCLAW,PL,POLAND,
BPKOPLPWXXX,BPKOPLPW,PKO BANK POLSKI S.A.,"UL. PULAWSKA 15  WARSZAWA, MAZOWIECKIE, 02-515",WARSZAWA,PL,POLAND,1
BPPBMCMCXXX,BPPBMCMC,BNP PARIBAS WEALTH MANAGEMENT MONACO,"15-17 AVENUE D'OSTENDE  MONACO, MONACO, 98000",MONACO,MC,MONACO,1
BPSOUYM1XXX,BPSOUYM1,BANCO DE PREVISION SOCIAL,"FERNANDEZ CRESPO 1621  MONTEVIDEO, MONTEVIDEO, 11200",MONTEVIDEO,UY,URUGUAY,1
BREXPLPWBIA,BREXPLPW,MBANK S.A. (FORMERLY BRE BANK S.A.),"UL. SWIETOJANSKA 15  BIALYSTOK, PODLASKIE, 15-277",BIALYSTOK,PL,POLAND,
BREXPLPWBIB,BREXPLPW,MBANK S.A. (FORMERLY BRE BANK S.A.),"PLAC WOLNOSCI 7  BIELSKO BIALA, SLASKIE, 43-300",BIELSKO BIALA,PL,POLAND,
BREXPLPWBYD,BREXPLPW,MBANK S.A. (FORMERLY BRE BANK S.A.),"GRODZKA 19-21  - BYDGOSZCZ KUJAWSKO-POMORSKIE, 85-109 ",BYDGOSZCZ,PL,POLAND,
BREXPLPWCUS,BREXPLPW,MBANK S.A. (FORMERLY BRE BANK S.A.),"CYBERNETYKI 7A  WARSZAWA, MAZOWIECKIE, 02-677",WARSZAWA,PL,POLAND,
BREXPLPWCZE,BREXPLPW,MBANK S.A. (FORMERLY BRE BANK S.A.),"JASNOGORSKA 79  CZESTOCHOWA, SLASKIE, 42-217",CZESTOCHOWA,PL,POLAND,
BREXPLPWGDA,BREXPLPW,MBANK S.A. (FORMERLY BRE BANK S.A.),"JANA Z KOLNA 11  GDANSK, POMORSKIE, 80-864",GDANSK,PL,POLAND,
BREXPLPWGDY,BREXPLPW,MBANK S.A. (FORMERLY BRE BANK S.A.),"SLASKA 47  GDYNIA, POMORSKIE, 81-310",GDYNIA,PL,POLAND,
BREXPLPWGOR,BREXPLPW,MBANK S.A. (FORMERLY BRE BANK S.A.),"PRZEMYSLOWA 2  - GORZOW WIELKOPOLSKI, LUBUSKIE, 66-400 ",GORZOW WIELKOPOLSKI,PL,POLAND,
BREXPLPWKAL,BREXPLPW,MBANK S.A. (FORMERLY BRE BANK S.A.),"FRYDERYKA CHOPINA 26/28  KALISZ, WIELKOPOLSKIE, 62-800",KALISZ,PL,POLAND,
BREXPLPWKAT,BREXPLPW,MBANK S.A. (FORMERLY BRE BANK S.A.),"POWSTANCOW 43  KATOWICE, SLASKIE, 40-024",KATOWICE,PL,POLAND,
BREXPLPWKIE,BREXPLPW,MBANK S.A. (FORMERLY BRE BANK S.A.),"IX WIEKOW KIELC 4  KIELCE, SWIETOKRZYSKIE, 25-516",KIELCE,PL,POLAND,
BREXPLPWKOS,BREXPLPW,MBANK S.A. (FORMERLY BRE BANK S.A.),"OKRZEI 3  - KOSZALIN ZACHODNIOPOMORSKIE, 75-203 ",KOSZALIN,PL,POLAND,
BREXPLPWKRA,BREXPLPW,MBANK S.A. (FORMERLY BRE BANK S.A.),"AUGUSTIANSKA 15  KRAKOW, MALOPOLSKIE, 31-064",KRAKOW,PL,POLAND,
BREXPLPWLOD,BREXPLPW,MBANK S.A. (FORMERLY BRE BANK S.A.),"JANA KILINSKIEGO 74  LODZ, LODZKIE, 90-119",LODZ,PL,POLAND,
BREXPLPWLUB,BREXPLPW,MBANK S.A. (FORMERLY BRE BANK S.A.),"SPOKOJNA 2  LUBLIN, LUBELSKIE, 20-074",LUBLIN,PL,POLAND,
BREXPLPWMBK,BREXPLPW,MBANK S.A. (FORMERLY BRE BANK S.A.),"SKRYTKA POCZTOWA 2108  LODZ, LODZKIE, 90-959",LODZ,PL,POLAND,
BREXPLPWMUL,BREXPLPW,MBANK S.A. (FORMERLY BRE BANK S.A.),"SKRYTKA POCZTOWA 2108  LODZ, LODZKIE, 90-959",LODZ,PL,POLAND,
BREXPLPWNWS,BREXPLPW,MBANK S.A. (FORMERLY BRE BANK S.A.),"PRAZMOWSKIEGO 11  NOWY SACZ, MALOPOLSKIE, 33-300",NOWY SACZ,PL,POLAND,
BREXPLPWOLS,BREXPLPW,MBANK S.A. (FORMERLY BRE BANK S.A.),"PILSUDSKIEGO 44A  - OLSZTYN WARMINSKO-MAZURSKIE, 10-450 ",OLSZTYN,PL,POLAND,
BREXPLPWOPO,BREXPLPW,MBANK S.A. (FORMERLY BRE BANK S.A.),"KSIAZAT OPOLSKICH 29  OPOLE, OPOLSKIE, 45-005",OPOLE,PL,POLAND,
BREXPLPWPOZ,BREXPLPW,MBANK S.A. (FORMERLY BRE BANK S.A.),"ROOSEVELTA 22  POZNAN, WIELKOPOLSKIE, 60-829",POZNAN,PL,POLAND,
BREXPLPWRCO,BREXPLPW,MBANK S.A. (FORMERLY BRE BANK S.A.),"POWSTANCOW 43  KATOWICE, SLASKIE, 40-024",KATOWICE,PL,POLAND,
BREXPLPWRYB,BREXPLPW,MBANK S.A. (FORMERLY BRE BANK S.A.),"RUDZKA 3  RYBNIK, RYBNIK, 44-200",RYBNIK,PL,POLAND,
BREXPLPWRZE,BREXPLPW,MBANK S.A. (FORMERLY BRE BANK S.A.),"SOKOLA 6  RZESZOW, PODKARPACKIE, 35-010",RZESZOW,PL,POLAND,
BREXPLPWSZC,BREXPLPW,MBANK S.A. (FORMERLY BRE BANK S.A.),"ZBOZOWA 4  - SZCZECIN ZACHODNIO-POMORSKIE, 70-653 ",SZCZECIN,PL,POLAND,
BREXPLPWTOR,BREXPLPW,MBANK S.A. (FORMERLY BRE BANK S.A.),"BYDGOSKA 1  TORUN, KUJAWSKO-POMORSKIE, 87-100",TORUN,PL,POLAND,
BREXPLPWWA1,BREXPLPW,MBANK S.A. (FORMERLY BRE BANK S.A.),"UL. SENATORSKA 18  WARSZAWA, MAZOWIECKIE, 00-950",WARSZAWA,PL,POLAND,
BREXPLPWWA2,BREXPLPW,MBANK S.A. (FORMERLY BRE BANK S.A.),"UL. DOMANIEWSKA 44  WARSZAWA, MAZOWIECKIE, 02-672",WARSZAWA,PL,POLAND,
BREXPLPWWA3,BREXPLPW,MBANK S.A. (FORMERLY BRE BANK S.A.),"OSTROBRAMSKA 207  WARSZAWA, MAZOWIECKIE, 04-077",WARSZAWA,PL,POLAND,
BREXPLPWWA4,BREXPLPW,MBANK S.A. (FORMERLY BRE BANK S.A.),"AL.JEROZOLIMSKIE 174  WARSZAWA, MAZOWIECKIE, 02-486",WARSZAWA,PL,POLAND,
BREXPLPWWAL,BREXPLPW,MBANK S.A. (FORMERLY BRE BANK S.A.),"SIENKIEWICZA 2  WALBRZYCH, DOLNOSLASKIE, 58-300",WALBRZYCH,PL,POLAND,
BREXPLPWWRO,BREXPLPW,MBANK S.A. (FORMERLY BRE BANK S.A.),"PL. JANA PAWLA II 9  WROCLAW, DOLNOSLASKIE, 50-136",WROCLAW,PL,POLAND,
BREXPLPWXXX,BREXPLPW,MBANK S.A. (FORMERLY BRE BANK S.A.),"UL. PROSTA 18  WARSZAWA, MAZOWIECKIE, 00-850",WARSZAWA,PL,POLAND,1
BREXPLPWZIE,BREXPLPW,MBANK S.A. (FORMERLY BRE BANK S.A.),"PLAC JANA MATEJKI 19  ZIELONA GORA, WIELKOPOLSKIE, 65-056",ZIELONA GORA,PL,POLAND,
BROUUYMMXXX,BROUUYMM,BANCO DE LA REPUBLICA ORIENTAL DEL URUGUAY,"CERRITO, ZABALA STREET 351  MONTEVIDEO, MONTEVIDEO, 11000",MONTEVIDEO,UY,URUGUAY,1
BSBAPLP1XXX,BSBAPLP1,BANK SPOLDZIELCZY W BIALYMSTOKU,"ZAMENHOFA 4  BIALYSTOK, PODLASKIE, 15-435",BIALYSTOK,PL,POLAND,1
BSBGBGSFIOP,BSBGBGSF,BORICA AD,"  SOFIA, SOFIA",SOFIA,BG,BULGARIA,
BSBGBGSFXXX,BSBGBGSF,BORICA AD,"TZAR BORIS III BLVD 41  SOFIA, SOFIA, 1612",SOFIA,BG,BULGARIA,1
BSBIPLP1XXX,BSBIPLP1,BANK SPOLDZIELCZY W BIALOBRZEGACH,"SZKOLNA 6  BIALOBRZEGI, MAZOWIECKIE, 26-800",BIALOBRZEGI,PL,POLAND,1
BSCHCLR10R2,BSCHCLR1,BANCO SANTANDER CHILE,,ANTOFAGASTA,CL,CHILE,
BSCHCLR10R3,BSCHCLR1,BANCO SANTANDER CHILE,"21 DE MAYO 300  ARICA, PROVINCIA DE ARICA, 1000000",ARICA,CL,CHILE,
BSCHCLR10R4,BSCHCLR1,BANCO SANTANDER CHILE,,CHILLAN,CL,CHILE,
BSCHCLR10R5,BSCHCLR1,BANCO SANTANDER CHILE,,CONCEPCION,CL,CHILE,
BSCHCLR10R6,BSCHCLR1,BANCO SANTANDER CHILE,,COYHAIQUE,CL,CHILE,
BSCHCLR10R7,BSCHCLR1,BANCO SANTANDER CHILE,,CURICO,CL,CHILE,
BSCHCLR10RA,BSCHCLR1,BANCO SANTANDER CHILE,,IQUIQUE,CL,CHILE,
BSCHCLR10RB,BSCHCLR1,BANCO SANTANDER CHILE,,LA SERENA,CL,CHILE,
BSCHCLR10RD,BSCHCLR1,BANCO SANTANDER CHILE,,PUERTO MONTT,CL,CHILE,
BSCHCLR10RE,BSCHCLR1,BANCO SANTANDER CHILE,,PUNTA ARENAS,CL,CHILE,
BSCHCLR10RF,BSCHCLR1,BANCO SANTANDER CHILE,,RANCAGUA,CL,CHILE,
BSCHCLR10RG,BSCHCLR1,BANCO SANTANDER CHILE,"SUR 4 ORIENTE 1, 1098  TALCA, PROVINCIA DE TALCA, 3460000",TALCA,CL,CHILE,
BSCHCLR10RH,BSCHCLR1,BANCO SANTANDER CHILE,,TEMUCO,CL,CHILE,
BSCHCLR10RJ,BSCHCLR1,BANCO SANTANDER CHILE,,VALDIVIA,CL,CHILE,
BSCHCLR10RK,BSCHCLR1,BANCO SANTANDER CHILE,,VALPARAISO,CL,CHILE,
BSCHCLR10RL,BSCHCLR1,BANCO SANTANDER CHILE,,VINA DEL MAR,CL,CHILE,
BSCHCLRMGST,BSCHCLRM,BANCO SANTANDER CHILE,,SANTIAGO,CL,CHILE,
BSCHCLRMXXX,BSCHCLRM,BANCO SANTANDER CHILE,,SANTIAGO,CL,CHILE,1
BSCHUYMMXXX,BSCHUYMM,BANCO SANTANDER,"JULIO HERRERA Y OBES 1365  MONTEVIDEO, MONTEVIDEO, 11100",MONTEVIDEO,UY,URUGUAY,1
BSCLCLRMXXX,BSCLCLRM,BANCO SECURITY,,SANTIAGO,CL,CHILE,1
BSEMUYM1XXX,BSEMUYM1,BANCO DE SEGUROS DEL ESTADO,"MERCEDES 1051  MONTEVIDEO, MONTEVIDEO, 11100",MONTEVIDEO,UY,URUGUAY,1
BSGJPLP1XXX,BSGJPLP1,BANK SPOLDZIELCZY W GROJCU,"JATKOWA 3  GROJEC, MAZOWIECKIE, 05-600",GROJEC,PL,POLAND,1
BSGLPLP1XXX,BSGLPLP1,BANK SPOLDZIELCZY W GLOWNIE,"UL.MLYNARSKA 5/13  GLOWNO, POWIAT ZGIERSKI, 95-015",GLOWNO,PL,POLAND,1
BSGOPLP1XXX,BSGOPLP1,BANK SPOLDZIELCZY W GOWOROWIE,"UL.KOSCIELNA 1  GOWOROWO, POWIAT OSTROLECKI, 07-440",GOWOROWO,PL,POLAND,1
BSGRPLP1XXX,BSGRPLP1,BANK SPOLDZIELCZY W GRUDUSKU,"PL.GRUNWALDU 4 A  GRUDUSK, MAZOWIECKIE, 06-460",GRUDUSK,PL,POLAND,1
BSKRPLP1XXX,BSKRPLP1,BANK SPOLDZIELCZY W KROSNIEWICACH,"UL.TORUNSKA 5  KROSNIEWICE, LODZKIE, 99-340",KROSNIEWICE,PL,POLAND,1
BSLCPLP1XXX,BSLCPLP1,BANK SPOLDZIELCZY W LESZNOWOLI,"UL.SLONECZNA 223  - LESZNOWOLA POWIAT PIASECZYNSKI, 05-506 ",LESZNOWOLA,PL,POLAND,1
BSLPPLP1XXX,BSLPPLP1,BANK SPOLDZIELCZY W LAPACH,"UL.GEN.WL.SIKORSKIEGO 80  LAPY, PODLASKIE, 18-100",LAPY,PL,POLAND,1
